Time,Total,Generator
1258,32.0827861489,5
1259,32.075190169,5
1260,32.0589773532,5
1261,32.0523613518,5
1262,32.0143798029,5
1263,32.0079210521,5
1264,31.992269235,5
1265,31.9808388606,5
1266,31.9503888112,5
1267,31.9442071784,5
1268,31.9077378599,5
1269,31.9055015474,5
1270,31.8562513655,5
1271,31.8543602345,5
1272,31.8455051497,5
1273,31.8299428813,5
1274,31.8240889682,5
1275,31.8170534793,5
1276,31.8164764508,5
1277,31.810852782,5
1278,31.7942474478,5
1279,31.7940101708,5
1280,31.7936713749,5
1281,31.7300607979,5
1282,31.7173172954,5
1283,31.7138925503,5
1284,31.6929169638,5
1285,31.6897060978,5
1286,31.6598455482,5
1287,31.6584964848,5
1288,31.6579501991,5
1289,31.6566180388,5
1290,31.6333797421,5
1291,31.6319414291,5
1292,31.6299690563,5
1293,31.6122815221,5
1294,31.6114123901,5
1295,31.609549429,5
1296,31.6013146632,5
1297,31.5967533276,5
1298,31.5941607486,5
1299,31.5843434086,5
1300,31.5825754203,5
1301,31.5815508928,5
1302,31.5770656398,5
1303,31.5614589811,5
1304,31.5522610246,5
1305,31.5462976033,5
1306,31.5301337738,5
1307,31.50274949,5
1308,31.5016603349,5
1309,31.4996753351,5
1310,31.4961345239,5
1311,31.4855773763,5
1312,31.4830925229,5
1313,31.4813793331,5
1314,31.4800705466,5
1315,31.4697239112,5
1316,31.4690111362,5
1317,31.4477123818,5
1318,31.4273017074,5
1319,31.4232919767,5
1320,31.4190383893,5
1321,31.4064398203,5
1322,31.3634566794,5
1323,31.3585959541,5
1324,31.3498827738,5
1325,31.3384120337,5
1326,31.3384008497,5
1327,31.3377057736,5
1328,31.3297143345,5
1329,31.3248875177,5
1330,31.3210619355,5
1331,31.3130608136,5
1332,31.3060270284,5
1333,31.3036860117,5
1334,31.3021163566,5
1335,31.2983698061,5
1336,31.2846825885,5
1337,31.271465034,5
1338,31.2613737061,5
1339,31.2532114997,5
1340,31.2502778149,5
1341,31.2421881517,5
1342,31.2318923186,5
1343,31.2301712512,5
1344,31.2298226679,5
1345,31.1983919684,5
1346,31.1945172113,5
1347,31.1936146468,5
1348,31.1741383199,5
1349,31.1711911884,5
1350,31.1706545845,5
1351,31.157825149,5
1352,31.1485014208,5
1353,31.1431861173,5
1354,31.1224812017,5
1355,31.1167014312,5
1356,31.1127462823,5
1357,31.0889207379,5
1358,31.0573868466,5
1359,31.056630047,5
1360,31.0459299069,5
1361,31.0406037424,5
1362,31.0352190373,5
1363,31.0348901757,5
1364,31.0318730456,5
1365,31.0171223131,5
1366,31.0042082889,5
1367,31.0010048036,5
1368,30.9912486887,5
1369,30.9879326033,5
1370,30.985724121,5
1371,30.9838678871,5
1372,30.9789547793,5
1373,30.9710974049,5
1374,30.9704259806,5
1375,30.9698902032,5
1376,30.96304574,5
1377,30.9583676798,5
1378,30.9583414361,5
1379,30.9508246264,5
1380,30.9489510274,5
1381,30.943990367,5
1382,30.9307838087,5
1383,30.9287552905,5
1384,30.917318053,5
1385,30.9139192193,5
1386,30.9095158401,5
1387,30.8851141223,5
1388,30.8849692327,5
1389,30.8684757993,5
1390,30.8663520778,5
1391,30.8649376168,5
1392,30.8501993884,5
1393,30.8495677957,5
1394,30.798829241,5
1395,30.7890027054,5
1396,30.7819620781,5
1397,30.7804676915,5
1398,30.770025913,5
1399,30.764593647,5
1400,30.7499127721,5
1401,30.7497833359,5
1402,30.7495581675,5
1403,30.7467481664,5
1404,30.7402941973,5
1405,30.7383291186,5
1406,30.7295294517,5
1407,30.7270191471,5
1408,30.7052603192,5
1409,30.7039746164,5
1410,30.6877955501,5
1411,30.6705508032,5
1412,30.6627015399,5
1413,30.6610121513,5
1414,30.6525224303,5
1415,30.6408062639,5
1416,30.6324034301,5
1417,30.6318970089,5
1418,30.6156859962,5
1419,30.611772694,5
1420,30.6105015226,5
1421,30.5999068908,5
1422,30.5908118459,5
1423,30.5886289113,5
1424,30.561302762,5
1425,30.5604756631,5
1426,30.5573144869,5
1427,30.5561401954,5
1428,30.5520340585,5
1429,30.5479864254,5
1430,30.5472920513,5
1431,30.5418078031,5
1432,30.5334266134,5
1433,30.5301938675,5
1434,30.5145831063,5
1435,30.5038388725,5
1436,30.4991333126,5
1437,30.4991222066,5
1438,30.4607810383,5
1439,30.4448573819,5
1440,30.4279447696,5
1441,30.420591986,5
1442,30.4075150281,5
1443,30.4058090372,5
1444,30.4043656214,5
1445,30.3927580725,5
1446,30.3632717264,5
1447,30.3406270574,5
1448,30.3342287973,5
1449,30.329688455,5
1450,30.326569306,5
1451,30.3263326654,5
1452,30.3223744365,5
1453,30.2982328988,5
1454,30.292535685,5
1455,30.2807170125,5
1456,30.2735199655,5
1457,30.2714446098,5
1458,30.2710758868,5
1459,30.2610763496,5
1460,30.2575850088,5
1461,30.2571692016,5
1462,30.2432874573,5
1463,30.2387714099,5
1464,30.2356923288,5
1465,30.2353420792,5
1466,30.2271283334,5
1467,30.2223881753,5
1468,30.2069255244,5
1469,30.2057310163,5
1470,30.2052871499,5
1471,30.1939588838,5
1472,30.190619455,5
1473,30.1634167934,5
1474,30.1611459374,5
1475,30.1601386084,5
1476,30.1544750714,5
1477,30.1250598585,5
1478,30.0986115458,5
1479,30.0978862483,5
1480,30.0949861951,5
1481,30.0868320625,5
1482,30.0773546201,5
1483,30.0764659071,5
1484,30.0394454239,5
1485,30.039110052,5
1486,30.0305925313,5
1487,30.0157871629,5
1488,30.0075498871,5
1489,29.9991818816,5
1490,29.9947432845,5
1491,29.9766042933,5
1492,29.9746939989,5
1493,29.9684630368,5
1494,29.9653222044,5
1495,29.9639026078,5
1496,29.9474794948,5
1497,29.9426503339,5
1498,29.9343191108,5
1499,29.9144562104,5
1500,29.910227865,5
1501,29.9033055794,5
1502,29.8878523022,5
1503,29.880742675,5
1504,29.8737455746,5
1505,29.8728100196,5
1506,29.8468283168,5
1507,29.8386640389,5
1508,29.8297659704,5
1509,29.8260025823,5
1510,29.8154397189,5
1511,29.8136954253,5
1512,29.8069241889,5
1513,29.7989501448,5
1514,29.7933702773,5
1515,29.7919512555,5
1516,29.7755942734,5
1517,29.7747925527,5
1518,29.7683051058,5
1519,29.7680007978,5
1520,29.7647029261,5
1521,29.7568469207,5
1522,29.7467937033,5
1523,29.7465959465,5
1524,29.7363480042,5
1525,29.7293992159,5
1526,29.7256693235,5
1527,29.7208312094,5
1528,29.7196571885,5
1529,29.7192510369,5
1530,29.7137633098,5
1531,29.7029576032,5
1532,29.7024542358,5
1533,29.695169842,5
1534,29.6872283744,5
1535,29.6858932819,5
1536,29.6843962359,5
1537,29.6805706284,5
1538,29.6743224148,5
1539,29.672963964,5
1540,29.6700511433,5
1541,29.6598349072,5
1542,29.6586679439,5
1543,29.6544512462,5
1544,29.6542212418,5
1545,29.6436564739,5
1546,29.642568097,5
1547,29.6399477565,5
1548,29.6380182011,5
1549,29.6379026918,5
1550,29.6341219687,5
1551,29.6322702916,5
1552,29.630510448,5
1553,29.6183444843,5
1554,29.6167848737,5
1555,29.6104837841,5
1556,29.6082881795,5
1557,29.597533888,5
1558,29.5952931208,5
1559,29.5621694653,5
1560,29.5560350864,5
1561,29.5343771965,5
1562,29.5206327283,5
1563,29.5181265003,5
1564,29.5046121227,5
1565,29.5012372652,5
1566,29.4842556488,5
1567,29.4784572101,5
1568,29.4635818245,5
1569,29.4624673683,5
1570,29.4533410046,5
1571,29.4421765017,5
1572,29.4395644416,5
1573,29.414805757,5
1574,29.4131902366,5
1575,29.4065629546,5
1576,29.4058360192,5
1577,29.4005537324,5
1578,29.3919099526,5
1579,29.3870177501,5
1580,29.386270752,5
1581,29.3836983833,5
1582,29.3752888418,5
1583,29.3742301024,5
1584,29.3569252042,5
1585,29.3523802617,5
1586,29.3355624406,5
1587,29.3263116016,5
1588,29.3227360504,5
1589,29.3148144922,5
1590,29.304783498,5
1591,29.3013211173,5
1592,29.2981470278,5
1593,29.2958321317,5
1594,29.2928475563,5
1595,29.2840592906,5
1596,29.2824214975,5
1597,29.2820721471,5
1598,29.2728419625,5
1599,29.2722139434,5
1600,29.2675954147,5
1601,29.2640699636,5
1602,29.2573248351,5
1603,29.2567010539,5
1604,29.2488841474,5
1605,29.2469970735,5
1606,29.2466432549,5
1607,29.2434771957,5
1608,29.2430691155,5
1609,29.2272767229,5
1610,29.2248879061,5
1611,29.2204295978,5
1612,29.2134971986,5
1613,29.208090497,5
1614,29.1898768392,5
1615,29.1897459646,5
1616,29.1891409813,5
1617,29.1884351097,5
1618,29.1745909286,5
1619,29.1679120102,5
1620,29.1671416221,5
1621,29.1659472049,5
1622,29.1520622448,5
1623,29.1460231425,5
1624,29.1449161156,5
1625,29.1330559838,5
1626,29.1265147279,5
1627,29.1233564784,5
1628,29.0860336016,5
1629,29.0837167503,5
1630,29.0795637974,5
1631,29.0732193046,5
1632,29.0646414856,5
1633,29.0540394884,5
1634,29.0528405609,5
1635,29.0306818701,5
1636,29.011577256,5
1637,29.0044052319,5
1638,29.0041552357,5
1639,29.0015798046,5
1640,28.9837425013,5
1641,28.9819035182,5
1642,28.9672342172,5
1643,28.9594663002,5
1644,28.9525897023,5
1645,28.9436146163,5
1646,28.9257051341,5
1647,28.9173835691,5
1648,28.9003033685,5
1649,28.8994302567,5
1650,28.8961208128,5
1651,28.8835280518,5
1652,28.8736765951,5
1653,28.8735827013,5
1654,28.870855549,5
1655,28.8638834846,5
1656,28.8630924765,5
1657,28.8423535652,5
1658,28.838738832,5
1659,28.8376283484,5
1660,28.8337391212,5
1661,28.8292453843,5
1662,28.8281139241,5
1663,28.8273641353,5
1664,28.7998941234,5
1665,28.7881110769,5
1666,28.7859600509,5
1667,28.7684366024,5
1668,28.7587780284,5
1669,28.7509981054,5
1670,28.715143063,5
1671,28.7124934835,5
1672,28.7063629238,5
1673,28.6938401044,5
1674,28.6928813393,5
1675,28.6910840146,5
1676,28.6867769932,5
1677,28.6867111595,5
1678,28.6855682984,5
1679,28.6510542618,5
1680,28.6455869219,5
1681,28.6324834309,5
1682,28.6308439804,5
1683,28.6236840643,5
1684,28.5927408877,5
1685,28.5915590465,5
1686,28.590706796,5
1687,28.5892170385,5
1688,28.5811611039,5
1689,28.5810859842,5
1690,28.5674370997,5
1691,28.5630510251,5
1692,28.5626905924,5
1693,28.558287655,5
1694,28.5571630784,5
1695,28.5463001633,5
1696,28.5429009719,5
1697,28.5275906176,5
1698,28.5230948265,5
1699,28.5141013132,5
1700,28.4950795447,5
1701,28.4899534905,5
1702,28.4733244455,5
1703,28.4690904593,5
1704,28.4641279916,5
1705,28.4510578231,5
1706,28.4373984925,5
1707,28.4274672945,5
1708,28.4183735728,5
1709,28.4156710613,5
1710,28.3934942683,5
1711,28.3864745295,5
1712,28.3806026029,5
1713,28.3748627484,5
1714,28.3695264004,5
1715,28.3685755686,5
1716,28.3591900762,5
1717,28.3518139612,5
1718,28.3515445991,5
1719,28.3460857099,5
1720,28.3370427455,5
1721,28.3369341676,5
1722,28.3130130832,5
1723,28.3114119871,5
1724,28.3001747888,5
1725,28.2902036585,5
1726,28.2859478573,5
1727,28.2793300475,5
1728,28.2566695727,5
1729,28.2386464525,5
1730,28.1821890674,5
1731,28.1585734191,5
1732,28.1573064114,5
1733,28.1316690407,5
1734,28.1305885002,5
1735,28.1114100452,5
1736,28.0896692605,5
1737,28.0624803444,5
1738,28.0621960048,5
1739,28.0534528773,5
1740,28.0445544416,5
1741,28.0315450242,5
1742,28.0184753244,5
1743,27.9986322695,5
1744,27.9944755052,5
1745,27.9779126794,5
1746,27.9606344002,5
1747,27.9578635726,5
1748,27.9542003328,5
1749,27.9437267361,5
1750,27.9403785016,5
1751,27.9316116024,5
1752,27.9264624665,5
1753,27.9237644606,5
1754,27.9087418615,5
1755,27.9076798311,5
1756,27.8938158122,5
1757,27.8897832037,5
1758,27.8846829879,5
1759,27.8841407293,5
1760,27.883660265,5
1761,27.8664539906,5
1762,27.8484372599,5
1763,27.8387930966,5
1764,27.8367292402,5
1765,27.8287303475,5
1766,27.8078018762,5
1767,27.8009015114,5
1768,27.7575286901,5
1769,27.7448070728,5
1770,27.7127578848,5
1771,27.694859496,5
1772,27.6912681526,5
1773,27.6891956341,5
1774,27.6879673227,5
1775,27.6877769887,5
1776,27.6632334553,5
1777,27.6590035292,5
1778,27.6480726029,5
1779,27.6470786011,5
1780,27.6403316204,5
1781,27.630227675,5
1782,27.6263686032,5
1783,27.6092229725,5
1784,27.5924581146,5
1785,27.589734754,5
1786,27.5887115845,5
1787,27.5315740881,5
1788,27.5120893347,5
1789,27.5060398588,5
1790,27.4996666601,5
1791,27.4777925646,5
1792,27.4764825724,5
1793,27.4664407529,5
1794,27.4311948967,5
1795,27.4153482022,5
1796,27.4129152308,5
1797,27.4069184134,5
1798,27.3985325331,5
1799,27.396531094,5
1800,27.3896868351,5
1801,27.3487373125,5
1802,27.3322295972,5
1803,27.3303816053,5
1804,27.3250941055,5
1805,27.3168861198,5
1806,27.3125909664,5
1807,27.291281546,5
1808,27.282314359,5
1809,27.2774786397,5
1810,27.2719721226,5
1811,27.2629941705,5
1812,27.2619060638,5
1813,27.2551608041,5
1814,27.2458483394,5
1815,27.2222537339,5
1816,27.208414641,5
1817,27.1987719945,5
1818,27.1897606145,5
1819,27.143590603,5
1820,27.1332062522,5
1821,27.0856407011,5
1822,27.0730468108,5
1823,27.0671790169,5
1824,27.0652426042,5
1825,27.0646038295,5
1826,27.0618910101,5
1827,27.05618005,5
1828,27.046007958,5
1829,27.0207311799,5
1830,27.0140231891,5
1831,27.0043490583,5
1832,26.9856518039,5
1833,26.9814918145,5
1834,26.9711675949,5
1835,26.9423946595,5
1836,26.9310243774,5
1837,26.9160273083,5
1838,26.9142270775,5
1839,26.9125297863,5
1840,26.9118313088,5
1841,26.905984524,5
1842,26.90297858,5
1843,26.893070527,5
1844,26.8901108402,5
1845,26.8893613092,5
1846,26.8854368085,5
1847,26.8838388472,5
1848,26.8817045565,5
1849,26.8799336384,5
1850,26.8623212684,5
1851,26.8549088257,5
1852,26.8470383076,5
1853,26.8345234265,5
1854,26.8165216915,5
1855,26.7983490818,5
1856,26.7982586892,5
1857,26.7492207277,5
1858,26.7328402021,5
1859,26.7271567017,5
1860,26.7200685882,5
1861,26.6972497862,5
1862,26.6914842704,5
1863,26.6804872338,5
1864,26.6625413004,5
1865,26.6610529183,5
1866,26.6526204308,5
1867,26.6408804279,5
1868,26.6400474688,5
1869,26.6355578714,5
1870,26.6284157897,5
1871,26.6241803277,5
1872,26.5999908081,5
1873,26.5896540262,5
1874,26.5831347339,5
1875,26.5519038849,5
1876,26.545801149,5
1877,26.5345372774,5
1878,26.5271592039,5
1879,26.5248735918,5
1880,26.5210980653,5
1881,26.5062453881,5
1882,26.4973732243,5
1883,26.476392654,5
1884,26.4641112404,5
1885,26.453171104,5
1886,26.4506040133,5
1887,26.4478748774,5
1888,26.4452614845,5
1889,26.4370165612,5
1890,26.4318088047,5
1891,26.4282639828,5
1892,26.4282494355,5
1893,26.4187271655,5
1894,26.4186696066,5
1895,26.4172571486,5
1896,26.385178025,5
1897,26.3822901144,5
1898,26.3681032542,5
1899,26.3455403593,5
1900,26.3196982295,5
1901,26.2864823899,5
1902,26.2552800925,5
1903,26.2113079126,5
1904,26.2073676796,5
1905,26.1933509469,5
1906,26.1861866025,5
1907,26.1812285244,5
1908,26.1596620181,5
1909,26.1576720494,5
1910,26.1548727589,5
1911,26.152301045,5
1912,26.1503011333,5
1913,26.1375297973,5
1914,26.124499938,5
1915,26.1083156564,5
1916,26.1060933029,5
1917,26.0966639581,5
1918,26.0907708165,5
1919,26.0696673632,5
1920,26.0551299169,5
1921,26.0549948841,5
1922,26.0532855968,5
1923,26.0447700049,5
1924,26.0380910042,5
1925,26.0344010062,5
1926,26.0152466707,5
1927,25.9949728716,5
1928,25.9875229417,5
1929,25.9580487469,5
1930,25.9488818431,5
1931,25.9294915269,5
1932,25.9204416351,5
1933,25.9120654348,5
1934,25.8829212523,5
1935,25.8597931218,5
1936,25.8555396219,5
1937,25.8282940655,5
1938,25.8023935273,5
1939,25.7606806836,5
1940,25.7533813114,5
1941,25.7439002588,5
1942,25.725643589,5
1943,25.7177049046,5
1944,25.7051123457,5
1945,25.7010516054,5
1946,25.6969411945,5
1947,25.6812449159,5
1948,25.6719472918,5
1949,25.6685496884,5
1950,25.6603442744,5
1951,25.6545436263,5
1952,25.6485805728,5
1953,25.6440762287,5
1954,25.6435591984,5
1955,25.6409986565,5
1956,25.6396533799,5
1957,25.6375430298,5
1958,25.6239265624,5
1959,25.6208531829,5
1960,25.6173614774,5
1961,25.6131512584,5
1962,25.5869901005,5
1963,25.5725038281,5
1964,25.5689156117,5
1965,25.5401221077,5
1966,25.5317179657,5
1967,25.5187495005,5
1968,25.5151444724,5
1969,25.4894577265,5
1970,25.4816537415,5
1971,25.4635956171,5
1972,25.4615208196,5
1973,25.4587273095,5
1974,25.4509355998,5
1975,25.4184141515,5
1976,25.4151673825,5
1977,25.4127608104,5
1978,25.4078675522,5
1979,25.3896166429,5
1980,25.3869681157,5
1981,25.3859576521,5
1982,25.3748547804,5
1983,25.358474647,5
1984,25.3325321387,5
1985,25.3090961848,5
1986,25.3079468982,5
1987,25.2872773712,5
1988,25.2789407387,5
1989,25.2515901347,5
1990,25.2325803106,5
1991,25.2165697386,5
1992,25.2115855149,5
1993,25.2048349013,5
1994,25.2045485743,5
1995,25.1717220089,5
1996,25.1580311244,5
1997,25.1487176549,5
1998,25.1150036759,5
1999,25.0873591406,5
2000,25.0535730907,5
2001,25.0424884686,5
2002,25.0249977794,5
2003,25.0229614275,5
2004,25.0226478783,5
2005,25.0204726929,5
2006,25.0179794662,5
2007,25.0168044752,5
2008,25.0080334274,5
2009,25.0029653236,5
2010,24.9918673117,5
2011,24.9877226465,5
2012,24.9841825928,5
2013,24.9384396968,5
2014,24.9337911118,5
2015,24.9335076636,5
2016,24.922440849,5
2017,24.9194034797,5
2018,24.8727556361,5
2019,24.8594991797,5
2020,24.8562228952,5
2021,24.8359646682,5
2022,24.8193493338,5
2023,24.8164569412,5
2024,24.8103085689,5
2025,24.7937228162,5
2026,24.7850450586,5
2027,24.7634885162,5
2028,24.7526565451,5
2029,24.7498065684,5
2030,24.7421739225,5
2031,24.7389563174,5
2032,24.6829973632,5
2033,24.6626045878,5
2034,24.6558020295,5
2035,24.6371353858,5
2036,24.6334973589,5
2037,24.6230066123,5
2038,24.6225919126,5
2039,24.6101129253,5
2040,24.6053316765,5
2041,24.5967983603,5
2042,24.5875577912,5
2043,24.5874451684,5
2044,24.564796422,5
2045,24.5300055587,5
2046,24.5170322891,5
2047,24.516814878,5
2048,24.5129482418,5
2049,24.5109201807,5
2050,24.5087297091,5
2051,24.4826500333,5
2052,24.4823483127,5
2053,24.4710344713,5
2054,24.4702282497,5
2055,24.4695334981,5
2056,24.4607969176,5
2057,24.4479151256,5
2058,24.4283326261,5
2059,24.4257557169,5
2060,24.4218005149,5
2061,24.418645414,5
2062,24.408106428,5
2063,24.4078198374,5
2064,24.3850626034,5
2065,24.3564680263,5
2066,24.3519242345,5
2067,24.3445537334,5
2068,24.3395085827,5
2069,24.3286668718,5
2070,24.3275931789,5
2071,24.3244344653,5
2072,24.3136068652,5
2073,24.2977055073,5
2074,24.2862580939,5
2075,24.2755015219,5
2076,24.2749249365,5
2077,24.2693237425,5
2078,24.2676618546,5
2079,24.2574352866,5
2080,24.2540034748,5
2081,24.2535919772,5
2082,24.2520374591,5
2083,24.2499674917,5
2084,24.2411396305,5
2085,24.2396481738,5
2086,24.2121642731,5
2087,24.2120428152,5
2088,24.2090429226,5
2089,24.2042424199,5
2090,24.1993061145,5
2091,24.1880005542,5
2092,24.1810604727,5
2093,24.1810475992,5
2094,24.175447797,5
2095,24.1716767426,5
2096,24.1706961946,5
2097,24.161153287,5
2098,24.1561181317,5
2099,24.1509760194,5
2100,24.1415663191,5
2101,24.1217385182,5
2102,24.1208310007,5
2103,24.1183264118,5
2104,24.1177354852,5
2105,24.1122014512,5
2106,24.1013260046,5
2107,24.0846980624,5
2108,24.0828352608,5
2109,24.0736313305,5
2110,24.0633886402,5
2111,24.0602545359,5
2112,24.0481991659,5
2113,24.0437375684,5
2114,24.0288763659,5
2115,24.0287976195,5
2116,24.0082040534,5
2117,23.9902538659,5
2118,23.9871536834,5
2119,23.9781336206,5
2120,23.9550323686,5
2121,23.9509377292,5
2122,23.9476438254,5
2123,23.944336838,5
2124,23.9412338065,5
2125,23.937198777,5
2126,23.9330229586,5
2127,23.9135817918,5
2128,23.9106807049,5
2129,23.9069354821,5
2130,23.8980926083,5
2131,23.8944591409,5
2132,23.8799849557,5
2133,23.8512869746,5
2134,23.8400030812,5
2135,23.837759617,5
2136,23.8102693763,5
2137,23.7930274623,5
2138,23.7809127798,5
2139,23.7750867251,5
2140,23.7734888594,5
2141,23.7714852684,5
2142,23.765812548,5
2143,23.7620533389,5
2144,23.759737549,5
2145,23.7512957432,5
2146,23.714350402,5
2147,23.7019359008,5
2148,23.6936955981,5
2149,23.6855431684,5
2150,23.6826380586,5
2151,23.6554317033,5
2152,23.6498684217,5
2153,23.6346021508,5
2154,23.6253486444,5
2155,23.6189637295,5
2156,23.6105409789,5
2157,23.6099205362,5
2158,23.6046923943,5
2159,23.5945759994,5
2160,23.5900270201,5
2161,23.5874318824,5
2162,23.5859890056,5
2163,23.5855584816,5
2164,23.5854301221,5
2165,23.5709246499,5
2166,23.5508481499,5
2167,23.5461880492,5
2168,23.5355805854,5
2169,23.5354078045,5
2170,23.5318720164,5
2171,23.5177041537,5
2172,23.5154290557,5
2173,23.514976954,5
2174,23.5013527095,5
2175,23.5002823751,5
2176,23.4935474269,5
2177,23.4935337481,5
2178,23.4893266433,5
2179,23.4859717311,5
2180,23.4758305143,5
2181,23.4689400689,5
2182,23.4681862946,5
2183,23.464751633,5
2184,23.4617712993,5
2185,23.4413588302,5
2186,23.4337834061,5
2187,23.4215675563,5
2188,23.3996126011,5
2189,23.3905647718,5
2190,23.3889204665,5
2191,23.3704125374,5
2192,23.3623049887,5
2193,23.3559497707,5
2194,23.3487924078,5
2195,23.3414209029,5
2196,23.3391016324,5
2197,23.3287931679,5
2198,23.3265870664,5
2199,23.3058798124,5
2200,23.2803636901,5
2201,23.277842507,5
2202,23.2597913155,5
2203,23.2440521252,5
2204,23.2297726936,5
2205,23.2111377291,5
2206,23.2096109799,5
2207,23.2049222522,5
2208,23.1981563345,5
2209,23.1935594258,5
2210,23.1911289338,5
2211,23.1649573646,5
2212,23.1439123073,5
2213,23.1375189322,5
2214,23.1337015202,5
2215,23.1241949562,5
2216,23.1167192083,5
2217,23.1135356064,5
2218,23.1100766947,5
2219,23.1004237751,5
2220,23.0957917722,5
2221,23.0929569437,5
2222,23.0764557377,5
2223,23.0687730726,5
2224,23.0535548859,5
2225,23.0338303963,5
2226,23.0246061376,5
2227,23.0171143197,5
2228,22.9911155663,5
2229,22.9880128731,5
2230,22.9870389094,5
2231,22.9752369491,5
2232,22.9741645998,5
2233,22.9709927015,5
2234,22.9683503189,5
2235,22.942651789,5
2236,22.9349074998,5
2237,22.9265602497,5
2238,22.9181398388,5
2239,22.9109704856,5
2240,22.9084818494,5
2241,22.9062113146,5
2242,22.8948027559,5
2243,22.891185643,5
2244,22.8905319295,5
2245,22.883477984,5
2246,22.864115675,5
2247,22.8563834255,5
2248,22.8548303364,5
2249,22.8523782565,5
2250,22.8494612405,5
2251,22.847932408,5
2252,22.8390631701,5
2253,22.8373256121,5
2254,22.8331819909,5
2255,22.8301075436,5
2256,22.8166112773,5
2257,22.8131870591,5
2258,22.8125988299,5
2259,22.8013521354,5
2260,22.7763117854,5
2261,22.7682396035,5
2262,22.7610544404,5
2263,22.7591599315,5
2264,22.7578110937,5
2265,22.7492188626,5
2266,22.7456623614,5
2267,22.7348621177,5
2268,22.7330928569,5
2269,22.7292099721,5
2270,22.7270291816,5
2271,22.7238219991,5
2272,22.7064744742,5
2273,22.706231352,5
2274,22.7026915262,5
2275,22.6951756823,5
2276,22.6940668155,5
2277,22.6938070741,5
2278,22.6899133922,5
2279,22.657649863,5
2280,22.6522252458,5
2281,22.6463825664,5
2282,22.6461082955,5
2283,22.6439891864,5
2284,22.628641249,5
2285,22.6274118863,5
2286,22.623871489,5
2287,22.6237962883,5
2288,22.6235707201,5
2289,22.6220341033,5
2290,22.621891314,5
2291,22.6199401621,5
2292,22.613910123,5
2293,22.5998540649,5
2294,22.5946381677,5
2295,22.5824182578,5
2296,22.5771410357,5
2297,22.5734128849,5
2298,22.5718596967,5
2299,22.5683299251,5
2300,22.5479400579,5
2301,22.5288098921,5
2302,22.5273925765,5
2303,22.5166242719,5
2304,22.5165390897,5
2305,22.516196393,5
2306,22.496493716,5
2307,22.489840282,5
2308,22.4829010594,5
2309,22.4805472858,5
2310,22.4549947871,5
2311,22.4490669371,5
2312,22.4460139052,5
2313,22.4358936984,5
2314,22.4236273108,5
2315,22.4226138734,5
2316,22.4168160989,5
2317,22.4063408341,5
2318,22.3981201063,5
2319,22.3886189388,5
2320,22.383067798,5
2321,22.3739612523,5
2322,22.3721271523,5
2323,22.3708541324,5
2324,22.3615796866,5
2325,22.3586533597,5
2326,22.3542184694,5
2327,22.3539541138,5
2328,22.3521374024,5
2329,22.3480366629,5
2330,22.3463765206,5
2331,22.3312845686,5
2332,22.3111894967,5
2333,22.3071868054,5
2334,22.305529226,5
2335,22.3034016521,5
2336,22.2985333633,5
2337,22.2942006433,5
2338,22.2756070394,5
2339,22.2645234621,5
2340,22.2621367415,5
2341,22.2464833647,5
2342,22.2279481509,5
2343,22.2257688821,5
2344,22.216708561,5
2345,22.2117022985,5
2346,22.204306659,5
2347,22.1859627762,5
2348,22.1786808735,5
2349,22.1717266572,5
2350,22.1669398726,5
2351,22.1637737828,5
2352,22.1630759671,5
2353,22.1352025541,5
2354,22.1317038578,5
2355,22.1189249173,5
2356,22.1175977356,5
2357,22.1167832275,5
2358,22.1130985087,5
2359,22.1072454469,5
2360,22.1058123834,5
2361,22.098497657,5
2362,22.0789660883,5
2363,22.0752430889,5
2364,22.0718022381,5
2365,22.0692231649,5
2366,22.0625631737,5
2367,22.05998427,5
2368,22.056339797,5
2369,22.0273693733,5
2370,22.0272002244,5
2371,22.0066449747,5
2372,22.0059702314,5
2373,22.0047326876,5
2374,22.0026478349,5
2375,21.9941942285,5
2376,21.9870052438,5
2377,21.979309281,5
2378,21.970901078,5
2379,21.9630719712,5
2380,21.9597097488,5
2381,21.9569025432,5
2382,21.9503702633,5
2383,21.9423721156,5
2384,21.940614319,5
2385,21.9378413018,5
2386,21.9331728237,5
2387,21.9250677829,5
2388,21.921010124,5
2389,21.9177213865,5
2390,21.9133991992,5
2391,21.9006746329,5
2392,21.8963501414,5
2393,21.8937062038,5
2394,21.8929029012,5
2395,21.8921818519,5
2396,21.8906444828,5
2397,21.8897476346,5
2398,21.8890048404,5
2399,21.8703199023,5
2400,21.8701991514,5
2401,21.868319656,5
2402,21.8676749187,5
2403,21.8644992712,5
2404,21.8600111052,5
2405,21.834719625,5
2406,21.828543765,5
2407,21.8257108209,5
2408,21.8113156406,5
2409,21.8111445815,5
2410,21.8079300615,5
2411,21.8075115166,5
2412,21.8048241633,5
2413,21.8019296856,5
2414,21.7838368186,5
2415,21.7697003761,5
2416,21.7572532508,5
2417,21.754015953,5
2418,21.7519427467,5
2419,21.7507440823,5
2420,21.746571577,5
2421,21.7293471252,5
2422,21.7282850839,5
2423,21.7170600654,5
2424,21.7153842115,5
2425,21.7053585402,5
2426,21.6999636182,5
2427,21.6992857946,5
2428,21.6900055586,5
2429,21.677146835,5
2430,21.6768342154,5
2431,21.6643147735,5
